CMDLINE /home/ryan/docker_build/mandarin3d_slicing/venv/bin/python3 app.py
MEM 92.089844 1708955246.3040
MEM 92.089844 1708955246.4044
MEM 92.089844 1708955246.5053
MEM 92.089844 1708955246.6057
MEM 92.089844 1708955246.7063
MEM 92.089844 1708955246.8069
MEM 92.089844 1708955246.9073
MEM 92.089844 1708955247.0077
MEM 92.089844 1708955247.1082
MEM 92.089844 1708955247.2086
MEM 92.089844 1708955247.3091
MEM 92.089844 1708955247.4095
MEM 92.089844 1708955247.5101
MEM 92.089844 1708955247.6105
MEM 92.089844 1708955247.7109
MEM 92.089844 1708955247.8113
MEM 92.089844 1708955247.9117
MEM 92.089844 1708955248.0121
MEM 92.089844 1708955248.1125
MEM 92.089844 1708955248.2129
MEM 92.089844 1708955248.3133
MEM 92.089844 1708955248.4138
MEM 92.089844 1708955248.5141
MEM 92.089844 1708955248.6146
MEM 92.089844 1708955248.7150
MEM 92.089844 1708955248.8155
MEM 92.089844 1708955248.9159
MEM 92.089844 1708955249.0164
MEM 92.089844 1708955249.1169
MEM 92.089844 1708955249.2173
MEM 92.089844 1708955249.3179
MEM 92.089844 1708955249.4184
MEM 92.089844 1708955249.5189
MEM 92.089844 1708955249.6194
MEM 92.089844 1708955249.7198
MEM 92.089844 1708955249.8203
MEM 92.089844 1708955249.9207
MEM 92.089844 1708955250.0213
MEM 92.089844 1708955250.1217
MEM 92.089844 1708955250.2222
MEM 92.089844 1708955250.3226
MEM 92.089844 1708955250.4230
MEM 92.089844 1708955250.5234
MEM 92.089844 1708955250.6238
MEM 92.089844 1708955250.7242
MEM 92.089844 1708955250.8246
MEM 92.089844 1708955250.9250
MEM 92.089844 1708955251.0254
MEM 92.089844 1708955251.1258
MEM 92.089844 1708955251.2264
MEM 92.089844 1708955251.3269
MEM 92.089844 1708955251.4274
MEM 92.089844 1708955251.5278
MEM 92.089844 1708955251.6285
MEM 92.089844 1708955251.7289
MEM 92.089844 1708955251.8293
MEM 92.089844 1708955251.9297
MEM 92.089844 1708955252.0301
MEM 92.089844 1708955252.1305
MEM 92.089844 1708955252.2310
MEM 92.089844 1708955252.3314
MEM 92.089844 1708955252.4320
MEM 92.089844 1708955252.5324
MEM 92.089844 1708955252.6328
MEM 92.089844 1708955252.7332
MEM 92.089844 1708955252.8337
MEM 92.089844 1708955252.9342
MEM 92.089844 1708955253.0349
MEM 92.089844 1708955253.1353
MEM 92.089844 1708955253.2358
MEM 92.089844 1708955253.3365
MEM 92.089844 1708955253.4369
MEM 92.089844 1708955253.5373
MEM 92.089844 1708955253.6379
MEM 92.089844 1708955253.7383
MEM 92.089844 1708955253.8387
MEM 92.089844 1708955253.9392
MEM 92.089844 1708955254.0396
MEM 92.089844 1708955254.1400
MEM 92.089844 1708955254.2404
MEM 92.089844 1708955254.3408
MEM 92.089844 1708955254.4412
MEM 92.089844 1708955254.5416
MEM 92.089844 1708955254.6420
MEM 92.089844 1708955254.7424
MEM 92.089844 1708955254.8428
MEM 92.089844 1708955254.9431
MEM 92.089844 1708955255.0436
MEM 92.089844 1708955255.1440
MEM 92.089844 1708955255.2444
MEM 92.089844 1708955255.3450
MEM 92.089844 1708955255.4454
MEM 92.089844 1708955255.5458
MEM 92.089844 1708955255.6462
MEM 92.089844 1708955255.7467
MEM 92.089844 1708955255.8472
MEM 92.089844 1708955255.9476
MEM 92.089844 1708955256.0481
MEM 92.089844 1708955256.1485
MEM 92.089844 1708955256.2489
MEM 92.089844 1708955256.3493
MEM 92.089844 1708955256.4498
MEM 92.089844 1708955256.5502
MEM 92.089844 1708955256.6506
MEM 92.089844 1708955256.7514
MEM 92.089844 1708955256.8517
MEM 92.089844 1708955256.9522
MEM 92.089844 1708955257.0526
MEM 92.089844 1708955257.1532
MEM 92.089844 1708955257.2536
MEM 92.089844 1708955257.3540
MEM 92.089844 1708955257.4546
MEM 92.089844 1708955257.5551
MEM 92.089844 1708955257.6555
MEM 92.089844 1708955257.7559
MEM 92.089844 1708955257.8563
MEM 92.089844 1708955257.9567
MEM 92.089844 1708955258.0572
MEM 92.089844 1708955258.1576
MEM 92.089844 1708955258.2582
MEM 92.089844 1708955258.3588
MEM 92.089844 1708955258.4593
MEM 92.089844 1708955258.5597
MEM 92.089844 1708955258.6602
MEM 92.089844 1708955258.7606
MEM 92.089844 1708955258.8610
MEM 92.089844 1708955258.9615
MEM 92.089844 1708955259.0619
MEM 92.089844 1708955259.1623
MEM 92.089844 1708955259.2627
MEM 92.089844 1708955259.3630
MEM 92.089844 1708955259.4635
MEM 92.089844 1708955259.5639
MEM 92.089844 1708955259.6644
MEM 92.089844 1708955259.7647
MEM 92.089844 1708955259.8652
MEM 92.089844 1708955259.9656
MEM 92.089844 1708955260.0660
MEM 92.089844 1708955260.1663
MEM 92.089844 1708955260.2670
MEM 92.089844 1708955260.3674
MEM 92.089844 1708955260.4680
MEM 92.089844 1708955260.5686
MEM 92.089844 1708955260.6692
MEM 92.089844 1708955260.7696
MEM 92.089844 1708955260.8702
MEM 92.089844 1708955260.9706
MEM 92.089844 1708955261.0710
MEM 92.089844 1708955261.1716
MEM 92.089844 1708955261.2722
MEM 92.089844 1708955261.3728
MEM 92.089844 1708955261.4734
MEM 92.089844 1708955261.5739
MEM 92.089844 1708955261.6745
MEM 92.089844 1708955261.7749
MEM 92.089844 1708955261.8757
MEM 92.089844 1708955261.9771
MEM 92.089844 1708955262.0775
MEM 92.089844 1708955262.1781
MEM 92.089844 1708955262.2784
MEM 92.089844 1708955262.3789
MEM 92.089844 1708955262.4793
MEM 92.089844 1708955262.5798
MEM 92.089844 1708955262.6802
MEM 92.089844 1708955262.7806
MEM 92.089844 1708955262.8810
MEM 92.089844 1708955262.9814
MEM 92.089844 1708955263.0819
MEM 92.089844 1708955263.1824
MEM 92.089844 1708955263.2830
MEM 92.089844 1708955263.3834
MEM 92.089844 1708955263.4838
MEM 92.089844 1708955263.5843
MEM 92.089844 1708955263.6846
MEM 92.089844 1708955263.7851
MEM 92.089844 1708955263.8855
MEM 92.089844 1708955263.9859
MEM 92.089844 1708955264.0863
MEM 92.089844 1708955264.1867
MEM 92.089844 1708955264.2873
MEM 92.089844 1708955264.3878
MEM 92.089844 1708955264.4883
MEM 92.089844 1708955264.5887
MEM 92.089844 1708955264.6891
MEM 92.089844 1708955264.7895
MEM 92.089844 1708955264.8901
MEM 92.089844 1708955264.9905
MEM 92.089844 1708955265.0910
MEM 92.089844 1708955265.1914
MEM 92.089844 1708955265.2919
MEM 92.089844 1708955265.3923
MEM 92.089844 1708955265.4927
MEM 92.089844 1708955265.5930
MEM 92.089844 1708955265.6935
MEM 92.089844 1708955265.7939
MEM 92.089844 1708955265.8943
MEM 92.089844 1708955265.9947
MEM 92.089844 1708955266.0951
MEM 92.089844 1708955266.1955
MEM 92.089844 1708955266.2960
MEM 92.089844 1708955266.3966
MEM 92.089844 1708955266.4970
MEM 92.089844 1708955266.5974
MEM 92.089844 1708955266.6977
MEM 92.089844 1708955266.7982
MEM 92.089844 1708955266.8987
MEM 92.089844 1708955266.9995
MEM 92.089844 1708955267.0999
MEM 92.089844 1708955267.2004
MEM 92.089844 1708955267.3007
MEM 92.089844 1708955267.4012
MEM 92.089844 1708955267.5016
MEM 92.089844 1708955267.6020
MEM 92.089844 1708955267.7024
MEM 92.089844 1708955267.8028
MEM 92.089844 1708955267.9032
MEM 92.089844 1708955268.0036
MEM 92.089844 1708955268.1040
MEM 92.089844 1708955268.2044
MEM 92.089844 1708955268.3049
MEM 92.089844 1708955268.4054
MEM 92.089844 1708955268.5058
MEM 92.089844 1708955268.6063
MEM 92.089844 1708955268.7067
MEM 92.089844 1708955268.8071
MEM 92.089844 1708955268.9075
MEM 92.089844 1708955269.0081
MEM 92.089844 1708955269.1085
MEM 92.089844 1708955269.2089
MEM 92.089844 1708955269.3095
MEM 92.089844 1708955269.4101
MEM 92.089844 1708955269.5106
MEM 92.089844 1708955269.6110
MEM 92.089844 1708955269.7114
MEM 92.089844 1708955269.8118
MEM 92.089844 1708955269.9122
MEM 92.089844 1708955270.0126
MEM 92.089844 1708955270.1131
MEM 92.089844 1708955270.2136
MEM 92.089844 1708955270.3141
MEM 92.089844 1708955270.4146
MEM 92.089844 1708955270.5151
MEM 92.089844 1708955270.6157
MEM 92.089844 1708955270.7162
MEM 92.089844 1708955270.8166
MEM 92.089844 1708955270.9173
MEM 92.089844 1708955271.0177
MEM 92.089844 1708955271.1181
MEM 92.089844 1708955271.2185
MEM 92.089844 1708955271.3190
MEM 92.089844 1708955271.4194
MEM 92.089844 1708955271.5199
MEM 92.089844 1708955271.6202
MEM 92.089844 1708955271.7206
MEM 92.089844 1708955271.8210
MEM 92.089844 1708955271.9214
MEM 92.089844 1708955272.0219
MEM 92.089844 1708955272.1228
MEM 92.089844 1708955272.2236
MEM 92.089844 1708955272.3241
MEM 92.089844 1708955272.4246
MEM 92.089844 1708955272.5250
MEM 92.089844 1708955272.6254
MEM 92.089844 1708955272.7259
MEM 92.187500 1708955272.8263
MEM 93.015625 1708955272.9268
MEM 93.015625 1708955273.0272
MEM 93.015625 1708955273.1277
MEM 93.500000 1708955273.2281
MEM 93.500000 1708955273.3285
MEM 93.500000 1708955273.4290
MEM 93.500000 1708955273.5294
MEM 93.500000 1708955273.6297
MEM 93.500000 1708955273.7303
MEM 93.500000 1708955273.8307
MEM 93.500000 1708955273.9311
MEM 93.921875 1708955274.0315
MEM 93.929688 1708955274.1349
MEM 93.929688 1708955274.2353
MEM 93.929688 1708955274.3357
MEM 93.929688 1708955274.4361
MEM 93.929688 1708955274.5365
MEM 93.929688 1708955274.6368
MEM 93.929688 1708955274.7372
MEM 93.929688 1708955274.8376
MEM 94.183594 1708955274.9379
MEM 94.699219 1708955275.0391
MEM 95.468750 1708955275.1397
MEM 95.726562 1708955275.2406
MEM 95.726562 1708955275.3410
MEM 96.347656 1708955275.4414
MEM 96.347656 1708955275.5418
MEM 96.347656 1708955275.6421
MEM 97.273438 1708955275.7425
MEM 107.628906 1708955275.8429
MEM 122.320312 1708955275.9432
MEM 123.351562 1708955276.0436
MEM 124.101562 1708955276.1441
MEM 138.398438 1708955276.2444
MEM 138.656250 1708955276.3449
MEM 138.914062 1708955276.4452
MEM 138.914062 1708955276.5456
MEM 139.171875 1708955276.6460
MEM 139.171875 1708955276.7463
MEM 153.617188 1708955276.8467
MEM 153.617188 1708955276.9471
MEM 153.617188 1708955277.0475
MEM 153.875000 1708955277.1478
MEM 153.875000 1708955277.2482
MEM 120.003906 1708955277.3486
MEM 120.261719 1708955277.4490
MEM 120.519531 1708955277.5494
MEM 106.808594 1708955277.6498
MEM 106.808594 1708955277.7502
MEM 106.808594 1708955277.8506
MEM 106.808594 1708955277.9515
MEM 106.808594 1708955278.0518
MEM 106.808594 1708955278.1522
MEM 106.808594 1708955278.2526
MEM 106.808594 1708955278.3530
MEM 106.808594 1708955278.4534
MEM 106.808594 1708955278.5538
MEM 106.808594 1708955278.6542
MEM 106.906250 1708955278.7546
MEM 106.906250 1708955278.8550
MEM 106.906250 1708955278.9553
MEM 106.906250 1708955279.0557
MEM 106.906250 1708955279.1561
MEM 106.906250 1708955279.2564
MEM 106.906250 1708955279.3568
MEM 106.906250 1708955279.4572
MEM 106.906250 1708955279.5575
MEM 106.906250 1708955279.6579
MEM 106.968750 1708955279.7582
MEM 106.968750 1708955279.8586
MEM 106.968750 1708955279.9591
MEM 106.968750 1708955280.0594
MEM 106.968750 1708955280.1598
MEM 106.968750 1708955280.2602
MEM 106.968750 1708955280.3605
MEM 106.968750 1708955280.4609
MEM 106.968750 1708955280.5613
MEM 106.968750 1708955280.6617
MEM 106.968750 1708955280.7621
MEM 106.968750 1708955280.8625
MEM 106.968750 1708955280.9628
MEM 106.968750 1708955281.0632
MEM 106.968750 1708955281.1636
MEM 106.968750 1708955281.2640
MEM 106.968750 1708955281.3643
MEM 106.968750 1708955281.4647
MEM 106.968750 1708955281.5651
MEM 106.968750 1708955281.6655
MEM 106.968750 1708955281.7658
MEM 106.968750 1708955281.8663
MEM 106.968750 1708955281.9666
MEM 106.968750 1708955282.0669
MEM 106.968750 1708955282.1673
MEM 106.968750 1708955282.2677
MEM 106.968750 1708955282.3681
MEM 106.968750 1708955282.4685
MEM 106.968750 1708955282.5688
MEM 106.968750 1708955282.6692
MEM 106.968750 1708955282.7696
MEM 106.968750 1708955282.8699
MEM 106.968750 1708955282.9703
MEM 128.875000 1708955283.0706
MEM 129.132812 1708955283.1709
MEM 143.050781 1708955283.2713
MEM 143.308594 1708955283.3716
MEM 151.816406 1708955283.4720
MEM 157.746094 1708955283.5724
MEM 157.746094 1708955283.6727
MEM 157.746094 1708955283.7731
MEM 157.746094 1708955283.8735
MEM 157.746094 1708955283.9739
MEM 157.746094 1708955284.0742
MEM 158.000000 1708955284.1745
MEM 158.000000 1708955284.2749
MEM 158.000000 1708955284.3753
MEM 158.000000 1708955284.4757
MEM 158.000000 1708955284.5760
MEM 158.000000 1708955284.6764
MEM 158.000000 1708955284.7767
MEM 158.000000 1708955284.8770
MEM 158.000000 1708955284.9774
MEM 158.113281 1708955285.0778
MEM 158.113281 1708955285.1782
MEM 158.261719 1708955285.2786
MEM 158.261719 1708955285.3790
MEM 158.261719 1708955285.4793
MEM 158.261719 1708955285.5797
MEM 158.261719 1708955285.6801
MEM 158.261719 1708955285.7805
MEM 158.261719 1708955285.8808
MEM 158.261719 1708955285.9811
MEM 158.261719 1708955286.0815
MEM 158.261719 1708955286.1819
MEM 158.261719 1708955286.2823
MEM 158.261719 1708955286.3826
MEM 158.261719 1708955286.4829
MEM 158.261719 1708955286.5832
MEM 158.261719 1708955286.6836
MEM 158.261719 1708955286.7839
MEM 158.261719 1708955286.8843
MEM 158.261719 1708955286.9847
MEM 158.261719 1708955287.0850
MEM 158.261719 1708955287.1854
MEM 158.261719 1708955287.2858
MEM 158.261719 1708955287.3862
MEM 158.261719 1708955287.4869
MEM 158.261719 1708955287.5873
MEM 158.261719 1708955287.6876
MEM 158.261719 1708955287.7880
MEM 158.261719 1708955287.8884
MEM 158.261719 1708955287.9887
MEM 158.261719 1708955288.0891
MEM 158.261719 1708955288.1895
MEM 158.261719 1708955288.2899
MEM 158.261719 1708955288.3903
MEM 158.261719 1708955288.4908
MEM 158.261719 1708955288.5911
MEM 158.261719 1708955288.6915
MEM 158.261719 1708955288.7919
MEM 158.261719 1708955288.8922
MEM 158.261719 1708955288.9927
MEM 158.261719 1708955289.0930
MEM 158.261719 1708955289.1934
MEM 158.261719 1708955289.2937
MEM 158.261719 1708955289.3941
MEM 158.261719 1708955289.4945
MEM 158.261719 1708955289.5948
MEM 158.261719 1708955289.6952
MEM 158.261719 1708955289.7955
MEM 158.261719 1708955289.8958
MEM 158.261719 1708955289.9961
MEM 158.261719 1708955290.0965
MEM 158.261719 1708955290.1968
MEM 158.261719 1708955290.2972
MEM 158.261719 1708955290.3976
MEM 158.261719 1708955290.4980
MEM 158.261719 1708955290.5984
MEM 158.261719 1708955290.6987
MEM 158.261719 1708955290.7991
MEM 158.261719 1708955290.8994
MEM 158.261719 1708955290.9998
MEM 158.261719 1708955291.1001
MEM 158.261719 1708955291.2005
MEM 158.261719 1708955291.3008
MEM 158.261719 1708955291.4013
MEM 158.261719 1708955291.5017
MEM 158.261719 1708955291.6021
MEM 158.261719 1708955291.7025
MEM 158.261719 1708955291.8029
MEM 158.261719 1708955291.9033
MEM 158.261719 1708955292.0036
MEM 158.261719 1708955292.1040
MEM 158.261719 1708955292.2043
MEM 158.261719 1708955292.3047
MEM 158.261719 1708955292.4050
MEM 158.261719 1708955292.5054
MEM 158.261719 1708955292.6059
MEM 158.261719 1708955292.7063
MEM 158.261719 1708955292.8067
MEM 158.261719 1708955292.9096
MEM 158.261719 1708955293.0100
MEM 158.261719 1708955293.1104
MEM 158.261719 1708955293.2107
MEM 158.261719 1708955293.3111
MEM 158.261719 1708955293.4115
MEM 158.261719 1708955293.5118
MEM 158.261719 1708955293.6122
MEM 158.261719 1708955293.7126
MEM 158.261719 1708955293.8130
MEM 158.261719 1708955293.9133
MEM 158.261719 1708955294.0137
MEM 158.261719 1708955294.1141
MEM 158.261719 1708955294.2150
MEM 158.261719 1708955294.3153
MEM 158.261719 1708955294.4157
MEM 158.261719 1708955294.5161
MEM 158.261719 1708955294.6165
MEM 158.261719 1708955294.7169
MEM 158.261719 1708955294.8173
MEM 158.261719 1708955294.9177
MEM 158.261719 1708955295.0181
MEM 158.261719 1708955295.1184
MEM 158.261719 1708955295.2188
MEM 158.261719 1708955295.3191
MEM 158.261719 1708955295.4195
MEM 158.261719 1708955295.5199
MEM 158.261719 1708955295.6202
MEM 158.261719 1708955295.7206
MEM 158.261719 1708955295.8210
MEM 158.261719 1708955295.9214
MEM 158.261719 1708955296.0218
MEM 158.261719 1708955296.1222
MEM 158.261719 1708955296.2225
MEM 158.261719 1708955296.3229
MEM 158.261719 1708955296.4233
MEM 158.261719 1708955296.5236
MEM 158.261719 1708955296.6240
MEM 158.261719 1708955296.7244
MEM 158.261719 1708955296.8248
MEM 158.261719 1708955296.9252
MEM 158.261719 1708955297.0255
MEM 158.261719 1708955297.1259
MEM 158.261719 1708955297.2263
MEM 158.261719 1708955297.3266
MEM 158.261719 1708955297.4270
MEM 158.261719 1708955297.5274
MEM 158.261719 1708955297.6277
